odiNumber,dateComplaintFiled,make,model,modelYear,components,crash,fire,numberOfInjuries,numberOfDeaths,summary
11636664,01/17/2025,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,"Around November 1, 2024 my 2021 Tucson check engine light came on.  I had this checked out and was told by a mechanic that it was the Camshaft Sensor.  I had this repaired and then on November 23rd while traveling to Ohio my Check Engine light started flashing and needed immediate attention.  I was on the West Virginia Turnpike when this happened and it caused the car to go no more that 45 mph in a zone marked 65mph.  We got this immediately checked out and repaired and then 4 days later the sam"
11628166,12/01/2024,HYUNDAI,TUCSON,2021,"ELECTRICAL SYSTEM,LANE DEPARTURE",False,False,0,0,"The rear view camera is nonexistent at night, and I can't see a thing when parking."
11627513,11/26/2024,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,"The contact owns a 2021 Hyundai Tucson. The contact stated while driving at an undisclosed speed, the accelerator pedal was depressed, but the vehicle failed to accelerate as intended. The check engine warning light was illuminated. The contact stated that the vehicle failed to exceed 20 MPH. The contact stated that the failure had occurred while driving on a busy highway. The contact safely pulled over to the shoulder of the roadway. The vehicle was then towed to the dealer, where it was diagno"
11608558,08/14/2024,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,My check engine light came on in the vehicle and immediately the acceleration declined and I wasn’t able to go above 50 mph. I brought the vehicle to the dealership to which the code 1326 came up. I was told it is a rod bearing engine failure and I need a new engine for the vehicle. I was also told my vehicle doesn’t qualify for the recall already made for this damage and code number.
11599840,07/07/2024,HYUNDAI,TUCSON,2021,SEAT BELTS,False,False,0,0,The driver side and center seat belts in the back seat don’t secure. The buckle just slides back out.  They’ve apparently been like that since I bought the car in 2020 and just recently had a passenger in one of those seats.
11594989,06/18/2024,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,Crank sensor went bad and engine needs rebuilt
11585434,04/26/2024,HYUNDAI,TUCSON,2021,"STEERING,POWER TRAIN,ENGINE",False,False,0,0,"What component or system failed or malfunctioned, and is it available for inspection upon request? Steering column. How was your safety or the safety of others put at risk? Steering column would not disengage and remained locked up after the vehicle was started and in gear. This have caused me to almost get into a few collisions for the same issue. I have had friends and family, most recently my daughter, in the vehicle when these issues have occurred. I have almost collided with walls, cars, et"
11574644,02/29/2024,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,"I was contacted by Hyundai last year about a possible recall on my engine so I brought it in October 2023 to have it checked out. I was told that everything with the car was fine. Fast forward to last week 02-21-2024 and my engine starts shutting off while driving ON THE HIGHWAY? I have it towed to a new dealership in Jacksonville FL Jenkins Hyundai I believe. They inform me that it is indeed the engine and it will be replaced for free under warranty. However, it’s been over a week and the parts"
11573848,02/25/2024,HYUNDAI,TUCSON,2021,STRUCTURE,False,False,1,0,Panoramic sunroof spontaneously exploded when driving on highway. No warning. Sounded like a gunshot. Had to pull over on the highway and clean off as much glass as I could so it did not cause injury or damage to other motorists.   Looks like many other Tucson owners are experiencing similar issues. Has not been inspected yet as dealerships and insurance are closed today.
11559824,12/13/2023,HYUNDAI,TUCSON,2021,AIR BAGS,True,False,1,0,AIR BAG ON DRIVERS SIDE DID NOT OPEN SAME THING WITH MY 2019 ELANTRA 3 YEARS AGO
11556586,11/23/2023,HYUNDAI,TUCSON,2021,UNKNOWN OR OTHER,False,False,0,0,"The back trunk latch is failing to unlock. The button can be heard and sometimes it sounds as if the motor is whining. After attempting to unlock the trunk by removing the cover on the safety wire and pulling it, this action was unsuccessful."
11552445,10/29/2023,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,"September 15, 2023 while driving on the expressway my engine light came on. Vehicle towed to World Hyundai dealership and it was diagnosed as engine seized."
11535510,07/31/2023,HYUNDAI,TUCSON,2021,ENGINE,False,True,2,0,"The contact called on behalf of his girlfriend who owned a 2021 Hyundai Tucson. The contact stated while driving 5 MPH in the driveway, there was steam coming out from under the hood. There was no warning light illuminated. The contact parked the vehicle. The contact stated that as he opened the hood, flames came out. The contact's girlfriend also saw flames coming out of the A/C vents. The contact closed the hood and assisted his girlfriend and his pet in exiting the vehicle. The contact stated"
11531301,07/10/2023,HYUNDAI,TUCSON,2021,"UNKNOWN OR OTHER,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"I was merging onto interstate traffic when the vehicle suddenly stuttered and decelerated.  I managed to merge, then cross over several lanes of traffic and pulled over.  Thought maybe a fuel problem (I had just filled the tank), or overheating.  It only has 24K miles on it, and I've faithfully taken the vehicle to the dealer for regular service intervals, so I know it is not a fluid leak or problem.  after a few minutes, I was able to start the car again, but it immediately shut down.  Did this"
11527673,06/19/2023,HYUNDAI,TUCSON,2021,"STEERING,ELECTRICAL SYSTEM,FORWARD COLLISION AVOIDANCE",False,False,0,0,"I've had numerous issues with my vehicle, including power steering, brakes, loss of power, and more. On a few occasions, I started my vehicle and put it into drive, only to find that the power steering hadn't disengaged. This led to near collisions, such as almost hitting another vehicle while backing out of a parking spot and nearly running into a wall. I've reported these issues to Hyundai multiple times, but the dealership can't reproduce the problem, despite having recordings of the incident"
11514809,03/31/2023,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,"March of 2021 I purchased a new Hyundai Tucson SEL.  I have performed all required maintenance (at the dealer no less).    In May of 2022 the dealer performed the recall Campaign 966.  Since that time, my Tucson has had to go to the dealer 5 times for a P1326 code.  This resulted in the check engine light flashing and the car going into protection or limp mode.    The vehicle would not accelerate past 30 mph and would not exceed 2000 RPM.  This has happened as I have accelerated from either a st"
11505932,02/06/2023,HYUNDAI,TUCSON,2021,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,"Check engine light comes on flashing for a knock sensor. This has happened four times. Since it is flashing, car goes into limp mode and won’t go over 2000 rpm, low speeds and slow/no acceleration. It is dangerous due to happening on highways and going from cruising speeds to a crawl, with minimal ability to accelerate, very quickly. Sensor has been updated once and sensor has been replaced twice. Currently dealing with corporate after the fourth time of this issue happening. I am still fighting"
11465971,05/24/2022,HYUNDAI,TUCSON,2021,ENGINE,False,False,0,0,Recall Code 966  22-01-028H-1  Think and investigation is needed on these recalls.  Apparently the engine can catch fire while the motorist is driving.  I'm scheduled to drop my car off on the 9th and was told they may need to keep for 3-5 days.  Thes vehicles should not be on the road at all and rental cars should be provided free of charge until the manufacturer works out all the problems
11458728,03/28/2022,HYUNDAI,TUCSON,2021,POWER TRAIN,False,False,0,0,"The contact owns a 2021 Hyundai Tucson. The contact stated while driving at various speeds, the vehicle intermittently failed to respond while the accelerator pedal was depressed. The contact stated that the vehicle only responded while turning. The contact stated that the failure almost caused a rear end collision several times while driving through intersections. The contact had to slam on the brake pedal. The contact stated that there were no warning lights illuminated. The contact then drove"
11452185,02/16/2022,HYUNDAI,TUCSON,2021,SERVICE BRAKES,False,False,0,0,"Purchase new Tucson from Hyundai of Saint Augustine FL in April 2021, the vehicle worked fine. Then in July 2021 the vacuum assist brakes would not hold a vacuum after the engine was shut down, so when you went to start the vehicle it required excessive pressure on the brake peddle to clear the interlock before the vehicle would start.  Took vehicle to dealer and told service writer that I thought it was the Check Valve leaking.  After 2 hours service writer told me Tucson was ready and their te"
11444611,12/21/2021,HYUNDAI,TUCSON,2021,"POWER TRAIN,FUEL/PROPULSION SYSTEM",False,False,0,0,"Vehicle becomes unresponsive to the gas pedal after idling at a red light, acceleration is delayed for about 5 seconds. After the cars check engine light turns on and the vehicle begins to idle rough. Vehicle shakes randomly when coasting above 30mph and does not want to accelerate when pressing the gas pedal."
11440349,11/13/2021,HYUNDAI,TUCSON,2021,SERVICE BRAKES,False,False,0,0,"It appears after breaking, the brakes stick and the car won’t accelerate when pressed on the gas pedal."
11434675,09/28/2021,HYUNDAI,TUCSON,2021,LATCHES/LOCKS/LINKAGES,False,False,1,0,The contact owns a 2021 Hyundai Tucson. The contact stated that her right-hand thumb was jammed between the front driver's side door. The contact had to insert the fob key into the door's keyhole in order to open the door since the unlock button on the key fob and door button could not unlock to open the door. Medical attention was received for injuries sustained with a broken right-hand thumb and a 2-inch laceration. The vehicle was not diagnosed nor repaired. The dealer and manufacturer were n
11426171,07/23/2021,HYUNDAI,TUCSON,2021,"ELECTRICAL SYSTEM,VEHICLE SPEED CONTROL,FUEL/PROPULSION SYSTEM",False,False,0,0,"What component or system failed or malfunctioned, and is it available for inspection upon request? Vehicle was running exceptionally well until a software update was applied at the dealership. Hyundai has no recalls / safety campaigns on file for my vehicle make and model and was adamant that no updates should have been applied. On or shortly after this time, vehicle performance became really poor. mpg per tank dropped to around 22 / 23 mpg highway (normally 27-29 mpg), acceleration performance "
11417388,05/17/2021,HYUNDAI,TUCSON,2021,FORWARD COLLISION AVOIDANCE,False,False,1,0,"Forward collision warning is set at ""early"", but I only get 1 out of dozen incidents where I feel the warning should be triggered. Often I had to hit the brake hard enough to cause chest pains for me & my passenger. So, the injury below is a minor one for now, but may easily become quite extensive."
11413920,04/26/2021,HYUNDAI,TUCSON,2021,"SERVICE BRAKES,ENGINE",False,False,0,0,"RECEIVED RECALL NOTICE THAT THE POSSIBILITY EXIST THAT A BATTERY COMPARTMENT FIRE COULD HAPPEN. RECALL NOTICE ALSO STATED THAT VEHICLE SHOULD 'NOT BE PARKED INDOORS.' THE RECALL NOTICE ALSO STATED 'AN ELECTRICAL SHORT IN THE ABS MODULE COULD INCREASE THE RISK OF AN ENGINE COMPARTMENT FIRE.' SO WE DON'T DARE PARK THE CAR IN OUR GARAGE SINCE IT IS LOCATED BENEATH OUR HOME, THEREBY LEAVING A NEW CAR OUT IN THE ELEMENTS AT ALL TIMES. IN ADDITION AS SENIOR CITIZENS OUR SAFETY AND WELL BEING ARE BEING"
11405530,03/30/2021,HYUNDAI,TUCSON,2021,"SERVICE BRAKES, HYDRAULIC",False,False,0,0,"TL* THE CONTACT OWNS A 2021 HYUNDAI TUCSON. THE CONTACT RECEIVED NOTIFICATION OF NHTSA CAMPAIGN NUMBER: 20V543000 (SERVICE BRAKES, HYDRAULIC) HOWEVER, THE PART TO DO THE RECALL REPAIR WAS UNAVAILABLE. THE CONTACT CALLED CENTRAL AVENUE HYUNDAI (111 S CENTRAL AVE #1, HARTSDALE, NY 10530, (315) 816-3071) WHERE IT WAS CONFIRMED THAT THE PART WAS NOT AVAILABLE. THE CONTACT STATED THAT THE MANUFACTURER EXCEEDED A REASONABLE AMOUNT OF TIME FOR THE RECALL REPAIR. THE MANUFACTURER WAS MADE AWARE OF THE I"
11404778,03/25/2021,HYUNDAI,TUCSON,2021,"ELECTRICAL SYSTEM,SERVICE BRAKES",False,False,0,0,"IN THE INITIAL NHTSA TUCSON RECALL, DATED SEPTEMBER 4, 2020, THE ONLY 2021MY TUCSON VEHICLES TO BE INCLUDED WERE THOSE MANUFACTURED THROUGH 3/31/20 AND SPECIFICALLY ON 6/23/20.  ONCE THE PROBLEM WITH THE ABS MODULE HAD BEEN IDENTIFIED AND CONFIRMED, AND THE RECALL ISSUED, HYUNDAI CONTINUED TO MANUFACTURE, AND SELL TUCSON VEHICLES WITH THE SAME KNOWN SAFETY FLAW. RATHER THAN SHUT DOWN THE PRODUCTION LINE UNTIL CORRECTIONS COULD BE MADE, HYUNDAI CONTINUED TO 'INVESTIGATE' THE PROBLEM WHILE 2021MY "
11403845,03/19/2021,HYUNDAI,TUCSON,2021,"SERVICE BRAKES, HYDRAULIC",False,False,0,0,"TL* THE CONTACT OWNS A 2021 HYUNDAI TUCSON. THE CONTACT RECEIVED NOTIFICATION OF NHTSA CAMPAIGN NUMBER: 20V543000 (SERVICE BRAKES, HYDRAULIC) HOWEVER, THE PART TO DO THE RECALL REPAIR WAS NOT YET AVAILABLE. HORNE HYUNDAI (1360 E AUTO CENTER DR, APACHE JUNCTION, AZ 85119) WAS CONTACTED AND AN APPOINTMENT WAS SCHEDULE FOR THE VEHICLE TO BE REPAIRED. THE VEHICLE WAS TAKEN TO THE DEALER AND LEFT TO BE REPAIRED. THE CONTACT WAS INFORMED THAT THE PARTS WERE NOT YET AVAILABLE AND TO PICK UP THE VEHICLE"
11403623,03/18/2021,HYUNDAI,TUCSON,2021,SERVICE BRAKES,False,False,0,0,"HYUNDAI TUCSON ANTI-LOCK BRAKE SYSTEM MODULES CORRODE INTERNALLY AND CAUSE AN ELECTRICAL SHORT AND FIRE. THEY ISSUED A RECALL, AND THEIR NOTICES SAY IT WILL TAKE LESS THEN ONE HOUR TO PERFORM INSTALLATION OF NEW ABS MODULES, YET ALL DEALERSHIPS SAY IT TAKES HALF A DAY. I JUST VISITED A DEALERSHIP WHO DIDN'T EVEN HAVE THE PARTS TO DO IT!!! AND EACH SERVICE DEPARTMENT ONLY SCHEDULE 5-7 RECALLS PER DAY. SO ALL DEALERSHIPS ARE BOOKED FOR MONTHS AND MONTHS OUT. LEAVING US ALL WITH THIS VERY DANGEROUS"
11402935,03/14/2021,HYUNDAI,TUCSON,2021,"ELECTRICAL SYSTEM,SERVICE BRAKES",False,False,0,0,WE GOT THE RECALL NOTICE ON BLUE LINK CALLED FLETCHER WHERE WE BOUGHT IT AND WAS TOLD THEY WOULD GET TO US SOMETIME THAT THE PART WAS BACKORDERED HAVEN'T HEARD FROM THEM SINCE WHEN I CALLED GOT THE SAME SPEECH ASK ABOUT FIRES AND THEY SAID THERE'S NOTHING TO WORRY ABOUT WE STILL DRIVE IT BECAUSE IT'S ALL WE HAVE BEEN PARKING IN THE GARAGE BECAUSE NO WORRIES ACCORDING TO FLETCHER AND HONESTLY IT'S BEEN BELOW FREEZING
11402753,03/13/2021,HYUNDAI,TUCSON,2021,"UNKNOWN OR OTHER,SERVICE BRAKES",False,False,0,0,"HYUNDAI DEALERSHIPS WON'T PERFORM RECALL ON DANGEROUS ABS ISSUE THAT CAUSES ENGINE COMPARTMENT FIRES. THEY SAY TO PARK OUTSIDE AND AWAY FROM STRUCTURES, BUT DEALERSHIPS SAY THEY ARE ONLY ALLOWED TO PERFORM 7 RECALLS A DAY BECAUSE THEY TAKE ""4 HOURS"" BUT THE RECALL PAPER WORK SAYS IT SHOULD TAKE LESS THEN 1 HOUR. SO THEY ARE BOOKED FOR MONTHS AND MONTHS LEAVING US WITHOUT A WAY TO GET THE DANGEROUS FIRE CAUSING ISSUE FIXED. THIS IS A SERIOUS ENOUGH ISSUE, THAT SHOULD BE PRIORITY EVEN BEFORE THEIR"
11399906,03/09/2021,HYUNDAI,TUCSON,2021,"SERVICE BRAKES, HYDRAULIC",False,False,0,0,"TL* THE CONTACT OWNS A 2021 HYUNDAI TUCSON. THE CONTACT RECEIVED NOTIFICATION OF NHTSA CAMPAIGN NUMBER: 20V543000 (SERVICE BRAKES, HYDRAULIC) HOWEVER, THE PART TO DO THE RECALL REPAIR WAS UNAVAILABLE. THE CONTACT CALLED CIOCCA HYUNDAI OF QUAKERTOWN (550 S WEST END BLVD, QUAKERTOWN, PA 18951, (215) 883-9295) WHERE IT WAS CONFIRMED THAT THE PART WAS NOT YET AVAILABLE. THE CONTACT STATED THAT THE MANUFACTURER HAD EXCEEDED A REASONABLE AMOUNT OF TIME FOR THE RECALL REPAIR. THE MANUFACTURER WAS MADE "
11398545,03/01/2021,HYUNDAI,TUCSON,2021,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"SEVERE HESITATION WHEN ATTEMPTING TO ACCELERATE FROM A STOP. CAR DOES NOT MOVE, REQUIRES SVERAL ATTEMPTS TO PRESS THE ACCELERATOR BEFORE THE CAR RESPONDS, EXTREMELY DANGEROUS WHEN ENTERING AN ON RAMP, MERGING ONTO A HIGHWAY, OR IN HEAVY TRAFFIC. THIS HAS BEEN AN ONGOING PROBLEM WITH THIS CAR,  HAS NOT BEEN RECTIFIED , HYUNDAI REFUSES TO ACKNOWLEDGE THE PROBLEM."
11387738,01/12/2021,HYUNDAI,TUCSON,2021,"SERVICE BRAKES,FORWARD COLLISION AVOIDANCE",False,False,0,0,I BOUGHT A BRAND NEW 2021 HYUNDAI TUCSON ON 1/1/2021. I FOUND OUT ON 1/10/2021 THAT THERE WAS AN ACTIVE RECALL ON MY CAR. AFTER LOOKING THROUGH THE LAWS IT STATES THAT A CAR DEALERSHIP IS LEGALLY NOT ALLOWED TO SELL A CAR THAT HAS AN ACTIVE RECALL. WHEN I CALLED THE DEALERSHIP THEY VERIFIED THAT THEY RECEIVED THE RECALL INFORMATION FOR THAT SPECIFIC CAR ON 12/30/2021 BUT PROCEEDED TO SELL IT ANYWAYS. I AM VERY UPSET THAT THIS HAPPENED AND NOW I HAVE TO TAKE TIME OUT OF MY DAY TO TAKE THE CAR INT
11387555,01/11/2021,HYUNDAI,TUCSON,2021,ELECTRICAL SYSTEM,False,False,0,0,"DEAR SIR:   ""HYUNDAI RECENTLY TOLD OWNERS OF NEWER TUCSON VEHICLES NOT TO DRIVE THEIR RECALLED SUVS IF THE ANTILOCK BRAKE SYSTEM (ABS) WARNING LIGHT COMES ON, AND TO KEEP THE VEHICLES PARKED OUTDOORS SO THEY DON'T CATCH A HOUSE OR GARAGE ON FIRE.""THIS PARTICULAR HYUNDAI DEALERSHIP IN QUESTION HERE HAS NEVER MENTIONED IT TO ME EVEN THOUGH THE SALES AGENT ([XXX]) WAS ASKED BY MY FRIEND THAT WAS WITH ME TO ASSIST ME WITH/HELP ME OUT IN DEALING WITH THE NEGOTIATION THAT IS, ALWAYS, A COMMON PRACTICE"
11743887,06/13/2026,HYUNDAI,TUCSON,2022,"VEHICLE SPEED CONTROL,SERVICE BRAKES,FUEL/PROPULSION SYSTEM",True,False,0,0,"On 3 occasions over my 18-month ownership of this certified pre-owned Hyundai 2022 Tucson, the vehicle surged suddenly forward WITH BRAKE APPLIED at creeping (parking) speeds of 3-4 mph. No warning lamps were observed. On the most recent (3rd) occasion, a crash over a sidewalk and into a storefront caused $10,000 damage. No pedestrians were harmed, no airbags deployed and neither passenger was harmed. The service department is ""unable to duplicate"" the surging behavior and declares the car mecha"
11743833,06/12/2026,HYUNDAI,TUCSON,2022,"POWER TRAIN,VEHICLE SPEED CONTROL,ENGINE",False,False,0,0,"My 2022 Hyundai Tucson Experience, a sudden transmission failure at approximately 92,520 miles. The vehicle develop shifting issues and abnormal noises before losing propulsión. While driving. Hyundai diagnosed and internal Transmission failure and approved transmission replacement. I’m concerned about the sudden loss of proportion and the safety risk this creates. Hyundai proposed repair is to replace the transmission  with a rebuild remanufacture transmission rather than a new transmission. I "
11742609,06/07/2026,HYUNDAI,TUCSON,2022,"VEHICLE SPEED CONTROL,ENGINE",False,False,0,0,"I am submitting this complaint regarding my 2022 Hyundai Tucson equipped with the 2.5L engine.  The vehicle has experienced multiple incidents of severe engine misfiring while driving. During these events, the engine begins to shake violently, the entire vehicle vibrates, and engine power is significantly reduced. The vehicle becomes unable to accelerate normally, creating a serious safety hazard, especially when driving on highways or in traffic.  The malfunction has occurred several times. Dia"
11742140,06/04/2026,HYUNDAI,TUCSON,2022,"ELECTRICAL SYSTEM,UNKNOWN OR OTHER",False,False,0,0,I was told there was a known issue with the electrical system with the front bumper harness and wiring harness need to be replaced due to water damage & Vehicle's horn keeps on going out and has to be replace
11741613,06/02/2026,HYUNDAI,TUCSON,2022,"FUEL SYSTEM, GASOLINE",False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that the fuel door had failed to open intermittently. The contact stated that the failure had progressively worsened, causing the contact to seek assistance to open the fuel door. The vehicle was taken to the dealer where it was being repaired. The manufacturer was not contacted. The failure mileage was approximately 50,000."
11739692,05/23/2026,HYUNDAI,TUCSON,2022,FORWARD COLLISION AVOIDANCE,False,False,0,0,"About once a month on average my Tucson's emergency system braking comes on without an emergency. It seems to occur mostly when taking an exit on the highway, but a few times it has been completely random. All of these instances have had no other vehicles around or any roadway barriers present.   When it activated, lighting comes up on my dash telling me the emergency braking is activating. Sometimes it brakes, other times it does not seem to. Mostly, it seems that if I keep pressing down on the"
11739747,05/23/2026,HYUNDAI,TUCSON,2022,FORWARD COLLISION AVOIDANCE,False,False,0,0,"I have experienced the Emergency Braking System Warning and Sudden Application of my Brakes when traveling at highway speeds for what seems to be no apparent reason.  I thought it had to be a glitch related to just my car; However, this has happened twice in the past month and it is an unnerving experience.   As I just read about this same problem occurring in later models of my car I want to document that this same problem exists in my 2022 Hyundai Tucson."
11739618,05/22/2026,HYUNDAI,TUCSON,2022,"POWER TRAIN,ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"Multiple DTC codes on car at 25,120 miles,32,344, 34,324, 47,484, 51,853, 53,521, Consistent Fuel Injector failing under warranty, prior to 60,000 miles and not replaced correctly, as I have had to see dealership 4 times for ineffective fuel injector replacement and consistent problem.   First DTC code reading @ 25,120 miles as stated on DTC coding Reports through Hyundai/Bluelink app.  SEVERE Fuel leak into interior cabin and Fuel failure due to Powertrain/Injector Issues from 25,120 miles, and"
11738744,05/19/2026,HYUNDAI,TUCSON,2022,TRAILER HITCHES,False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact received notification of NHTSA Campaign Number: 25V893000(TRAILER HITCHES); however, the part to do the recall repair was unavailable. The local dealer was contacted and it was confirmed that the part was not available. The contact stated that the manufacturer exceeded a reasonable amount of time for the recall repair. The manufacturer and local dealer was not contact made aware of the issue. The contact had not experienced the failure."
11738834,05/19/2026,HYUNDAI,TUCSON,2022,"UNKNOWN OR OTHER,SERVICE BRAKES",False,False,0,0,"Unintended acceleration, brakes unable to stop vehicle. Almost hit a car stopped at red light. I was able steer right avoiding hitting the stopped car and quickly put the car in neutral and then applied the brakes again. I was able to drive home another 10 miles. I had the car towed on 5/18/2026 to the car dealership for inspection.      This put the car stopped and me and my wife at risk of injury. Car dealership has inspected the car and can not duplicate the problem. No warning lights before "
11737252,05/12/2026,HYUNDAI,TUCSON,2022,ENGINE,False,False,0,0,"The rocker arm of the engine has failed, causing a repair for a full engine replacement. The car has always undergone maintenance timely, and upon inspection by the dealership technician, the report state the vehicle was up to adequate level. There were no symptoms before the issue occurred, only the sudden catastrophic engine failure."
11736567,05/08/2026,HYUNDAI,TUCSON,2022,UNKNOWN OR OTHER,False,False,0,0,this recall still hasn’t been resolved. why hasn’t the manufacturer found a fix for this problem I have owned the vehicle for 4 years they should have known about this and fixed it by now. NHTSA recall number: 25V-893 Hyundai recall number: 290
11735939,05/05/2026,HYUNDAI,TUCSON,2022,ENGINE,False,False,0,0,"Check engine light appeared, Car began shaking and struggling to accelerate. Independent mechanic and OReileys test stated cylinder 3 misfirw. Dealership stated GDI fuel injectors were leaking and is a known issue in several 2022 Hyundai Tuscon and needed to be replaced."
11734332,04/28/2026,HYUNDAI,TUCSON,2022,VEHICLE SPEED CONTROL,True,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that while maneuvering into a handicap parking space, the vehicle suddenly accelerated on its own while the brake pedal was depressed. The vehicle climbed over a concrete parking bollard and struck a handicap sign, resulting in unintended acceleration. The vehicle was damaged in the undercarriage. No air bags were deployed. No injuries were reported. Property damage was a handicap sign. The vehicle was occupied by 2; the driver and passe"
11733595,04/24/2026,HYUNDAI,TUCSON,2022,UNKNOWN OR OTHER,False,False,0,0,"At a slow speed the car lurched, paused, in traffic.  The engine light is on.  It could be dangerous."
11732532,04/20/2026,HYUNDAI,TUCSON,2022,"ENGINE,FUEL/PROPULSION SYSTEM",False,False,0,0,"1st Incident: Merging on to the freeway car started to stall but was able to safely make it off the freeway at next exit. Less than 2 miles was unable to accelerate to properly merge on freeway. A slow merge & slow driving on to a freeway is extremely dangerous. 2nd Incident: 6 months later, Nov. 2023. Driving about 65-70 MPH on the freeway with my son, the car started to stall again. I was able to safely move from the 2nd lane, to the shoulder. Waited over 2 hours in the dark for AAA to safely "
11730495,04/10/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,"I PURCHASED THIS 2022 TUCSON LIMITED HYUNDAI NEW. IT HAS 25,000 MILES ON IT. THE CAR CHECK ENGINE LIGHT CAME ON AND A POWER REDUCTION BEGAN ALONG WITH SHAKING OF THE CAR. I WAS ABLE TO CLEAR THE INTERSECTION SAFELY. I WAS ABLE TO TURN INTO A SAFE  SPOT AND SHUT DOWN THE CAR. IT WAS TOWED TO THE DEALER WHO THEN INFORMED ME THAT IT WAS AN INJECTOR KNOW ISSUE FOR THIS YEAR AND WOULD BE COVERED UNDER THE 5 YEAR WARRANTY.  HOWEVER, AS THIS IS A ENGINE/POWERTRAIN PROBLEM, IT SHOULD BE COVERED ON THE 1"
11729463,04/06/2026,HYUNDAI,TUCSON,2022,"SERVICE BRAKES,FUEL/PROPULSION SYSTEM",False,False,0,0,"When braking my 2022 Hyundai Tucson to come to a stop, the vehicle continues to accelerate. I have to release the brake and re-apply the brake to fix the acceleration problem. I check the internet on this problem. They internet says it is a software problem. The vehicle shows no code and the dealer says they don't have a problem. The dealer has not check for the problem since there is no code. No warning lamps or messages show up on dash. This happened 4 times in the last few months. Latest date"
11727780,03/29/2026,HYUNDAI,TUCSON,2022,ELECTRICAL SYSTEM,False,False,0,0,"The car is dead if you do not drive it every 4 days.  The battery and system have no power.   It has happened multiple times over the past year.  Have taken the car to Castle Hyundai of Downers Grove,  IL.   To date no resolution has been reached wh6 my car looses power.  The dealer ran computer checks. Verified the battery had to be reset multiple times. Could not identify any issues with battery or hev system.     Contacted Hyundai.  Support stated their technical specialist conclusion waste m"
11727825,03/29/2026,HYUNDAI,TUCSON,2022,"ELECTRICAL SYSTEM,ENGINE",False,False,0,0,"While driving, I accelerated to merge onto the highway. The check engine light flashed a few times and the engine started wobbling like it was misfiring. I have also been having a parasitic drain on my auxiliary batter that makes the car not open to my key fob that I know works. The dealership told me it was bad fuel, but they “tested the fuel” with no diagnostic report/proof/records, saying that the fuel was bad and had a high concentration of 5% alcohol. They re-did the test and took pictures "
11726498,03/23/2026,HYUNDAI,TUCSON,2022,TIRES,False,False,0,0,"Brand/Model: Bridgestone Alenza AS Ultra Size: 235/60R17  DOT Code: 1W281AAU11925, W281AAU1025, W281AAU14124, W281AAU10525 Purchase Date: July 28, 2025  I am reporting a catastrophic and unpredictable treadwear failure on a set of four (4) Bridgestone Alenza AS Ultra tires (80,000-mile warranty / 800 UTQG). Despite professional maintenance, these tires have degraded to a legally bald and unsafe state (2/32"") in less than 8,000 total miles. The tires exhibited a sudden ""melting"" effect. On Octobe"
11723845,03/12/2026,HYUNDAI,TUCSON,2022,SEAT BELTS,False,False,0,0,"Yesterday used front passenger side seatbelt and it worked fine. Today it did not work at all, seatbelt does not latch."
11723851,03/12/2026,HYUNDAI,TUCSON,2022,"ELECTRICAL SYSTEM,UNKNOWN OR OTHER",False,False,0,0,"The touchscreen is not reposnive to touch except in one tiny corner. We’re reported this at thw Hyundai dealership at least three times over the years- they said “they can’t see a problem”, which is odd because the screen literally does not respond to touch. When it’s hot, even with the AC on full blast, sometimes we will be driving and the touchscreen starts making beeps and starts going into the settings menu all on its own without being touched, and starts randomly changing settings. Or, we w"
11723900,03/12/2026,HYUNDAI,TUCSON,2022,ENGINE,False,False,0,0,"The contact owns a 2022 Hyundai Tucson. The contact stated that while stopped, the vehicle hesitated to respond, with the check engine warning light illuminated. The contact stated that while the vehicle was parked, it was shaking unexpectedly with a misfire coming from the engine, and the check engine warning light illuminated. The vehicle was taken to the dealer, where it was diagnosed and determined that the fuel injector had failed and needed to be replaced. The vehicle was repaired. The con"
11723725,03/11/2026,HYUNDAI,TUCSON,2022,FUEL/PROPULSION SYSTEM,False,False,0,0,High pressure fuel injectors went out.
